"identifier","context","text"
"statusChangeReason:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:label","Label for Status Change Reason (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/statusChangeReason",""
"statusChangeReason:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:definition","Definition for Status Change Reason (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/statusChangeReason",""
"statusChangeReason:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:notes","Notes for Status Change Reason (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/statusChangeReason",""
"statusType:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:label","Label for Status Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/statusType",""
"statusType:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:definition","Definition for Status Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/statusType",""
"statusType:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:notes","Notes for Status Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/statusType",""
"contactDetailCategory:http~//rs.tdwg.org/dwc/terms/attributes/ContactDetail:label","Label for Contact Detail Category (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/ContactDetail) http://rs.tdwg.org/dwc/terms/contactDetailCategory",""
"contactDetailCategory:http~//rs.tdwg.org/dwc/terms/attributes/ContactDetail:definition","Definition for Contact Detail Category (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/ContactDetail) http://rs.tdwg.org/dwc/terms/contactDetailCategory",""
"contactDetailCategory:http~//rs.tdwg.org/dwc/terms/attributes/ContactDetail:notes","Notes for Contact Detail Category (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/ContactDetail) http://rs.tdwg.org/dwc/terms/contactDetailCategory",""
"contactDetailFunction:http~//rs.tdwg.org/dwc/terms/attributes/ContactDetail:label","Label for Contact Detail Function (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/ContactDetail) http://rs.tdwg.org/dwc/terms/contactDetailFunction",""
"contactDetailFunction:http~//rs.tdwg.org/dwc/terms/attributes/ContactDetail:definition","Definition for Contact Detail Function (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/ContactDetail) http://rs.tdwg.org/dwc/terms/contactDetailFunction",""
"contactDetailValue:http~//rs.tdwg.org/dwc/terms/attributes/ContactDetail:label","Label for Contact Detail Value (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/ContactDetail) http://rs.tdwg.org/dwc/terms/contactDetailValue",""
"contactDetailValue:http~//rs.tdwg.org/dwc/terms/attributes/ContactDetail:definition","Definition for Contact Detail Value (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/ContactDetail) http://rs.tdwg.org/dwc/terms/contactDetailValue",""
"hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/ContactDetail:label","Label for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/ContactDetail) http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/ContactDetail:definition","Definition for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/ContactDetail) http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"biogeographicRealm:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:label","Label for Biogeographic Realm (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/biogeographicRealm",""
"biogeographicRealm:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:definition","Definition for Biogeographic Realm (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/biogeographicRealm",""
"biogeographicRealm:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:notes","Notes for Biogeographic Realm (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/biogeographicRealm",""
"biome:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:label","Label for Biome (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/biome",""
"biome:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:definition","Definition for Biome (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/biome",""
"biome:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:notes","Notes for Biome (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/biome",""
"biomeType:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:label","Label for Biome Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/biomeType",""
"biomeType:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:definition","Definition for Biome Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/biomeType",""
"biomeType:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:notes","Notes for Biome Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/biomeType",""
"bioregion:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:label","Label for Bioregion (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/bioregion",""
"bioregion:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:definition","Definition for Bioregion (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/bioregion",""
"bioregion:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:notes","Notes for Bioregion (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/bioregion",""
"ecoregion:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:label","Label for Ecoregion (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/ecoregion",""
"ecoregion:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:definition","Definition for Ecoregion (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/ecoregion",""
"ecoregion:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:notes","Notes for Ecoregion (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/ecoregion",""
"ecosystem:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:label","Label for Ecosystem (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/ecosystem",""
"ecosystem:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:definition","Definition for Ecosystem (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/ecosystem",""
"habitat:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:label","Label for Habitat (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/habitat",""
"habitat:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:definition","Definition for Habitat (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/habitat",""
"hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:label","Label for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:definition","Definition for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasMeasurementOrFact:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:label","Label for Has Measurement Or Fact (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasMeasurementOrFact:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:definition","Definition for Has Measurement Or Fact (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasReference:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:label","Label for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:definition","Definition for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/hasReference",""
"eventName:http~//rs.tdwg.org/dwc/terms/attributes/Event:label","Label for Event Name (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/eventName",""
"eventName:http~//rs.tdwg.org/dwc/terms/attributes/Event:definition","Definition for Event Name (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/eventName",""
"hasEcologicalContext:http~//rs.tdwg.org/dwc/terms/attributes/Event:label","Label for Has Ecological Context (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasEcologicalContext",""
"hasEcologicalContext:http~//rs.tdwg.org/dwc/terms/attributes/Event:definition","Definition for Has Ecological Context (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasEcologicalContext",""
"hasGeographicContext:http~//rs.tdwg.org/dwc/terms/attributes/Event:label","Label for Has Geographic Context (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasGeographicContext",""
"hasGeographicContext:http~//rs.tdwg.org/dwc/terms/attributes/Event:definition","Definition for Has Geographic Context (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasGeographicContext",""
"hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/Event:label","Label for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/Event:definition","Definition for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasMeasurementOrFact:http~//rs.tdwg.org/dwc/terms/attributes/Event:label","Label for Has Measurement Or Fact (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasMeasurementOrFact:http~//rs.tdwg.org/dwc/terms/attributes/Event:definition","Definition for Has Measurement Or Fact (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasParentEvent:http~//rs.tdwg.org/dwc/terms/attributes/Event:label","Label for Has Parent Event (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasParentEvent",""
"hasParentEvent:http~//rs.tdwg.org/dwc/terms/attributes/Event:definition","Definition for Has Parent Event (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasParentEvent",""
"hasParentEvent:http~//rs.tdwg.org/dwc/terms/attributes/Event:usage","Usage for Has Parent Event (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasParentEvent",""
"hasPersonRole:http~//rs.tdwg.org/dwc/terms/attributes/Event:label","Label for Has Person Role (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasPersonRole",""
"hasPersonRole:http~//rs.tdwg.org/dwc/terms/attributes/Event:definition","Definition for Has Person Role (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasPersonRole",""
"hasReference:http~//rs.tdwg.org/dwc/terms/attributes/Event:label","Label for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:http~//rs.tdwg.org/dwc/terms/attributes/Event:definition","Definition for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasReference",""
"hasTemporalCoverage:http~//rs.tdwg.org/dwc/terms/attributes/Event:label","Label for Has Temporal Coverage (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasTemporalCoverage",""
"hasTemporalCoverage:http~//rs.tdwg.org/dwc/terms/attributes/Event:definition","Definition for Has Temporal Coverage (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasTemporalCoverage",""
"hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:label","Label for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:definition","Definition for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasMeasurementOrFact:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:label","Label for Has Measurement Or Fact (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasMeasurementOrFact:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:definition","Definition for Has Measurement Or Fact (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasReference:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:label","Label for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:definition","Definition for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/hasReference",""
"region:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:label","Label for Region (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/region",""
"region:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:examples","Examples for Region (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/region",""
"region:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:definition","Definition for Region (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/region",""
"region:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:notes","Notes for Region (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/region",""
"waterBodyType:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:label","Label for Waterbody Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/waterBodyType",""
"waterBodyType:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:definition","Definition for Waterbody Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/waterBodyType",""
"waterBodyType:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:notes","Notes for Waterbody Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/waterBodyType",""
"hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/GeologicalContext:label","Label for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext) http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/GeologicalContext:definition","Definition for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext) http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasMeasurementOrFact:http~//rs.tdwg.org/dwc/terms/attributes/GeologicalContext:label","Label for Has Measurement Or Fact (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext) http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasMeasurementOrFact:http~//rs.tdwg.org/dwc/terms/attributes/GeologicalContext:definition","Definition for Has Measurement Or Fact (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext) http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasReference:http~//rs.tdwg.org/dwc/terms/attributes/GeologicalContext:label","Label for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext) http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:http~//rs.tdwg.org/dwc/terms/attributes/GeologicalContext:definition","Definition for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext) http://rs.tdwg.org/dwc/terms/hasReference",""
"supergroup:http~//rs.tdwg.org/dwc/terms/attributes/GeologicalContext:label","Label for Supergroup (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext) http://rs.tdwg.org/dwc/terms/supergroup",""
"supergroup:http~//rs.tdwg.org/dwc/terms/attributes/GeologicalContext:definition","Definition for Supergroup (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext) http://rs.tdwg.org/dwc/terms/supergroup",""
"supergroup:http~//rs.tdwg.org/dwc/terms/attributes/GeologicalContext:usage","Usage for Supergroup (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext) http://rs.tdwg.org/dwc/terms/supergroup",""
"supergroup:http~//rs.tdwg.org/dwc/terms/attributes/GeologicalContext:notes","Notes for Supergroup (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext) http://rs.tdwg.org/dwc/terms/supergroup",""
"hasReference:http~//rs.tdwg.org/dwc/terms/attributes/Identifier:label","Label for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Identifier) http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:http~//rs.tdwg.org/dwc/terms/attributes/Identifier:definition","Definition for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Identifier) http://rs.tdwg.org/dwc/terms/hasReference",""
"identifierSource:http~//rs.tdwg.org/dwc/terms/attributes/Identifier:label","Label for Identifier Source (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Identifier) http://rs.tdwg.org/dwc/terms/identifierSource",""
"identifierSource:http~//rs.tdwg.org/dwc/terms/attributes/Identifier:definition","Definition for Identifier Source (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Identifier) http://rs.tdwg.org/dwc/terms/identifierSource",""
"identifierSource:http~//rs.tdwg.org/dwc/terms/attributes/Identifier:notes","Notes for Identifier Source (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Identifier) http://rs.tdwg.org/dwc/terms/identifierSource",""
"identifierType:http~//rs.tdwg.org/dwc/terms/attributes/Identifier:label","Label for Identifier Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Identifier) http://rs.tdwg.org/dwc/terms/identifierType",""
"identifierType:http~//rs.tdwg.org/dwc/terms/attributes/Identifier:definition","Definition for Identifier Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Identifier) http://rs.tdwg.org/dwc/terms/identifierType",""
"identifierType:http~//rs.tdwg.org/dwc/terms/attributes/Identifier:notes","Notes for Identifier Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Identifier) http://rs.tdwg.org/dwc/terms/identifierType",""
"identifierValue:http~//rs.tdwg.org/dwc/terms/attributes/Identifier:label","Label for Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Identifier) http://rs.tdwg.org/dwc/terms/identifierValue",""
"identifierValue:http~//rs.tdwg.org/dwc/terms/attributes/Identifier:definition","Definition for Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Identifier) http://rs.tdwg.org/dwc/terms/identifierValue",""
"identifierValue:http~//rs.tdwg.org/dwc/terms/attributes/Identifier:notes","Notes for Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Identifier) http://rs.tdwg.org/dwc/terms/identifierValue",""
"basisOfScheme:http~//rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme:label","Label for Basis Of Scheme (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme) http://rs.tdwg.org/dwc/terms/basisOfScheme",""
"basisOfScheme:http~//rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme:definition","Definition for Basis Of Scheme (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme) http://rs.tdwg.org/dwc/terms/basisOfScheme","Un resumen de la base o propósito del LatimerCoreScheme."
"basisOfScheme:http~//rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme:notes","Notes for Basis Of Scheme (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme) http://rs.tdwg.org/dwc/terms/basisOfScheme","Esta propiedad pretende resumir la razón de agrupar una serie de ObjectGroups dentro del LatimerCoreScheme, y el propósito para el que se pretende utilizar los datos. Esto también puede reflejarse en los términos y métricas definidos mediante las clases SchemeTerm y SchemeMeasurementOrFact respectivamente. Utilizando este enfoque, se pueden construir perfiles estándar y reutilizables dentro de la norma Latimer Core más amplia para casos de uso comunes de descripciones de colecciones."
"hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme:label","Label for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme) http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme:definition","Definition for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme) http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasObjectGroup:http~//rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme:label","Label for Has Object Group (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme) http://rs.tdwg.org/dwc/terms/hasObjectGroup",""
"hasObjectGroup:http~//rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme:definition","Definition for Has Object Group (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme) http://rs.tdwg.org/dwc/terms/hasObjectGroup",""
"hasReference:http~//rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme:label","Label for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme) http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:http~//rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme:definition","Definition for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme) http://rs.tdwg.org/dwc/terms/hasReference",""
"hasSchemeMeasurementOrFact:http~//rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme:label","Label for Has Scheme Measurement Or Fact (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme) http://rs.tdwg.org/dwc/terms/hasSchemeMeasurementOrFact",""
"hasSchemeMeasurementOrFact:http~//rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme:definition","Definition for Has Scheme Measurement Or Fact (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme) http://rs.tdwg.org/dwc/terms/hasSchemeMeasurementOrFact",""
"hasSchemeTerm:http~//rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme:label","Label for Has Scheme Term (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme) http://rs.tdwg.org/dwc/terms/hasSchemeTerm",""
"hasSchemeTerm:http~//rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme:definition","Definition for Has Scheme Term (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme) http://rs.tdwg.org/dwc/terms/hasSchemeTerm",""
"isDistinctObjects:http~//rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme:label","Label for Is Distinct Objects (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme) http://rs.tdwg.org/dwc/terms/isDistinctObjects",""
"isDistinctObjects:http~//rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme:definition","Definition for Is Distinct Objects (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme) http://rs.tdwg.org/dwc/terms/isDistinctObjects","Indicador para designar si un objeto físico puede ser descrito por más de un ObjectGroup dentro del LatimerCoreScheme."
